timestamp,orbital_sin,orbital_cos,illumination,commanded_load,spacecraft_mode,mode_science,mode_downlink,mode_safe,battery_current,battery_state_of_charge,battery_capacity,battery_resistance_proxy,battery_voltage,battery_temperature,solar_array_output,solar_array_temperature,bus_voltage,bus_current,cpu_temperature,radio_temperature,propulsion_pressure,thruster_temperature,attitude_error,reaction_wheel_1_rpm,reaction_wheel_1_current,reaction_wheel_1_temperature,reaction_wheel_2_rpm,reaction_wheel_2_current,reaction_wheel_2_temperature,reaction_wheel_3_rpm,reaction_wheel_3_current,reaction_wheel_3_temperature,source
2026-01-01 00:00:00+00:00,-0.9886931925969835,0.14995256220679967,0.0,0.7428178451140404,SCIENCE,1.0,0.0,0.0,4.571853774566417,64.87511454958333,99.91264696008076,0.07775217570894247,27.38740032697438,22.29230879454325,-3.9626313082463707,5.088934689197984,27.938078690250958,5.446891652008514,34.797670025554275,23.63294136061622,21.897278091039258,16.133240251014115,0.02736565411494832,2714.844246675424,0.4056833401680603,27.411704900327834,2881.5297077152627,0.4289224157292667,27.989303265764164,3029.0488807012384,0.42951828147869403,28.72973214554569,SIMULATED DATA
2026-01-01 00:05:00+00:00,-0.8880227014801982,0.45979961032585787,0.0,0.7381899076049169,SCIENCE,1.0,0.0,0.0,4.506240027748226,65.30112633007583,99.95806132697237,0.08343425092301864,27.397837099625313,21.745258648126523,2.328392896525768,3.4626090591846883,27.920188948960384,5.4276917372491935,34.50920547484453,23.34971726546964,21.858238394160264,16.188858866118927,0.02667207685816332,2730.3237749430286,0.40716995425610536,27.150250766571446,2893.2436168629715,0.42311871067728396,27.634441660245358,3004.212350376595,0.4373771417667717,28.436080668987895,SIMULATED DATA
2026-01-01 00:10:00+00:00,-0.6930977108174918,0.7208436468885278,0.0,0.7330760569852222,SCIENCE,1.0,0.0,0.0,4.502813564955805,66.61749991856962,99.99830637295588,0.08058091408439683,27.395364499726405,21.670751729447197,-0.6621145770944039,3.2902571521137807,27.882571517338175,5.40549457097819,34.4637042562958,23.335673013895263,21.872144812677618,16.075329511815454,0.027123913264392792,2731.3389132965963,0.4234980217269747,26.964421092457595,2900.942645617884,0.4191557788281203,27.63425714362398,3042.93899210692,0.4334910028700163,28.36282445698043,SIMULATED DATA
2026-01-01 00:15:00+00:00,-0.4246075086341394,0.9053775254618978,0.0,0.7276129012639457,SCIENCE,1.0,0.0,0.0,4.483944368941096,68.61772995743246,100.07195987732838,0.07951416946291912,27.446253047025493,21.85840099962828,1.851628600935812,4.21501513608285,27.95031300613419,5.396336234570553,34.16414412279644,23.709315086382546,21.90158189613267,16.079097373426215,0.023806366766599817,2760.9641822113413,0.41915649734505606,27.33551572558414,2901.904940509504,0.4239992788218601,27.79704817572651,3050.890414739681,0.44664171949377507,28.713941839875936,SIMULATED DATA
2026-01-01 00:20:00+00:00,-0.11104957545354778,0.9938148679666584,0.0741253537887102,0.7219463795545632,SCIENCE,1.0,0.0,0.0,4.206234207112421,71.58203629915903,100.21586126252294,0.08143419187216258,27.52604929795869,22.513951629203333,89.81206453984088,7.029773639835886,27.932121264549032,5.366190489267064,34.57235481425337,23.951898716964347,21.908672106744202,16.37303061699542,0.02697841509854985,2782.814307860647,0.4156037366147883,27.631121154831053,2918.443865033514,0.4419399795832285,28.3871429479687,3076.993231485456,0.44360984470843273,28.997936216949864,SIMULATED DATA
2026-01-01 00:25:00+00:00,0.21429513090493038,0.9767689577737607,0.3452459424207754,0.7162278635544864,SCIENCE,1.0,0.0,0.0,3.44972788410283,74.53886372048609,100.1099066414154,0.08105345418053202,27.623128393780373,22.942675659653023,415.9407542389902,10.724559557232995,27.90782935263455,5.318135243313751,34.97385421280642,24.032145846338317,21.944168840155317,17.107475892832415,0.029694068716969457,2799.7149843249763,0.4294322660571277,28.38365983484082,2933.9747458574834,0.4347663929034012,28.92251211466109,3109.1776968630484,0.4428766869260595,29.963758599505823,SIMULATED DATA
2026-01-01 00:30:00+00:00,0.5168946075695005,0.8560490433763548,0.5974121729745837,0.7106101139020762,SCIENCE,1.0,0.0,0.0,2.6316537516439773,78.27350137257551,100.14432468147194,0.08196640752482966,27.782058973564904,23.915801770763792,710.7566471532791,15.135164795279733,27.906865286706285,5.379516587198759,35.89644804032049,24.56288645934065,21.948270944196334,17.678105579608616,0.02404458437093453,2811.559997079485,0.4198374497383939,29.404582228021305,2965.973905232585,0.446787415079136,30.018929472249592,3109.2775730805674,0.4387494257029,30.564404781909488,SIMULATED DATA
2026-01-01 00:35:00+00:00,0.7646310244572874,0.6444683052233051,0.8038591870477395,0.7052431994304075,SCIENCE,1.0,0.0,0.0,2.0162872323198724,80.88413374683054,100.21691561649148,0.07900647831698016,27.866462901194286,24.688506740512562,962.0307437092163,19.46536477166543,27.921408122955743,5.347952867476813,36.11678839825067,25.092469310714183,22.03808277573618,18.14020840148875,0.025073843663072637,2816.615777097326,0.42295821643848003,30.27966144386118,2979.4211090393014,0.43617666242937314,31.129989132629976,3104.8838868714374,0.45684546246253727,31.608632206291247,SIMULATED DATA
2026-01-01 00:40:00+00:00,0.9312097024411281,0.3644838680648373,0.9426747520342734,0.7002704883281342,SCIENCE,1.0,0.0,0.0,1.604501955030789,83.6448010317424,100.0854561822284,0.08047771011916159,27.99333295392232,25.318602586622514,1132.9177967073335,23.71223979947953,27.8980454070083,5.385956361209588,36.66159418928994,25.92288937942564,22.0724547405618,18.940687220675613,0.025808406016374172,2837.2554686189337,0.4238616086381085,31.367776575105534,2988.8840986527516,0.4427868999936582,32.16151676716893,3129.44894524247,0.450504542496166,32.60148700361258,SIMULATED DATA
2026-01-01 00:45:00+00:00,0.9989500237820657,0.04581320754772089,0.9991250198183881,0.6958248182969182,SCIENCE,1.0,0.0,0.0,1.418940743846013,84.77711201275685,99.99449392065715,0.07822119465463259,28.03177414533387,26.206878915181996,1195.1255316996578,27.197930990673793,27.8524506093062,5.311002621190602,37.193984687351666,25.915534614012962,22.061455540456336,19.444820723043904,0.025898745852715944,2836.5732897322027,0.431453610425242,31.82238017705063,2985.1287162474005,0.4328998118201468,32.86490546571345,3142.70673412667,0.4510103379701625,33.25901184525999,SIMULATED DATA
2026-01-01 00:50:00+00:00,0.9606620483170522,-0.2777200549533391,0.9672183735975436,0.6920249480132936,SCIENCE,1.0,0.0,0.0,1.5119695375550133,85.39145310681293,100.15136678593827,0.08099950159361186,27.98713906795905,26.28513892709439,1161.781243568489,29.52872086109913,27.936292277877428,5.267003922495631,37.28978658535336,26.579840440420877,22.064377084683976,19.817347750419696,0.030218929465173402,2831.6831521364725,0.42490206932645447,32.6205997954286,2991.943235616293,0.43840080679837756,33.2321814690288,3153.53622322595,0.4536709938623642,33.98272938004247,SIMULATED DATA
2026-01-01 00:55:00+00:00,0.8204096518457347,-0.5717761827484251,0.8503413765381123,0.6889723846882585,SCIENCE,1.0,0.0,0.0,1.818152893053992,84.59922994204874,100.16095139289425,0.07996558194555922,27.972517343348404,26.859977572578025,1016.237538105679,30.891619761288435,27.934609595686016,5.248551454270172,37.67619189429093,26.65308519368829,22.162558434748444,20.070318833565366,0.024647964044932566,2825.7455264035743,0.4306171269431651,32.89937718034216,2974.462961003723,0.4471959941149459,33.51215639806304,3124.4063081532013,0.44465828814089825,34.07629339899122,SIMULATED DATA
2026-01-01 01:00:00+00:00,0.5930791874055781,-0.8051441345910304,0.6608993228379817,0.6867486724710575,SCIENCE,1.0,0.0,0.0,2.3645242265985575,82.98646268099105,100.09728487569491,0.08042151388323023,27.951982349843863,26.636489234928792,793.1285193560622,30.63242184542458,27.83018536377938,5.268165261848471,37.21651841023726,26.57770208334204,22.177862147407073,19.662697183008145,0.024230566429091247,2815.588237953341,0.42216675451900776,32.7209568109179,2956.932340650949,0.4290776608533148,33.41680628221734,3125.207495711115,0.43840596036695456,34.19751441954282,SIMULATED DATA
2026-01-01 01:05:00+00:00,0.3027994516159001,-0.9530542965125912,0.4189995430132501,0.6854132141329385,SCIENCE,1.0,0.0,0.0,3.1012776581081587,80.45665801314838,99.78180586044458,0.0797804754142393,27.77405521715921,26.03030707521129,507.6294227977083,28.818246599874357,27.928769947155722,5.28397861317372,37.13151696389145,26.281960047818213,22.10968302401717,19.513195878549123,0.02802544910289397,2784.9228982156897,0.4208445856761624,32.40247126937363,2942.0031816052224,0.4258478249160257,32.92642866420547,3069.606722876689,0.4432647817891624,33.797174784930945,SIMULATED DATA
2026-01-01 01:10:00+00:00,-0.019619339546198687,-0.9998075222340402,0.15031721704483444,0.685001684220975,SCIENCE,1.0,0.0,0.0,3.8336238572666024,77.56252226882556,99.8737809770358,0.07962351676911746,27.695663959971235,25.92824839718642,182.7044607997962,25.914821113894813,27.97242670491241,5.2507171337616105,36.95918076358285,26.184833327494125,22.06283158606763,19.180264728981598,0.02518630035073897,2755.4538743120465,0.40328419304799074,31.564366032486706,2917.1263534764234,0.4295028039383361,32.22717032006348,3063.2949809359034,0.43370963243259614,32.961249058059856,SIMULATED DATA
2026-01-01 01:15:00+00:00,-0.3399557390900775,-0.9404414364859298,0.0,0.6855250760719094,SCIENCE,1.0,0.0,0.0,4.297112689778261,74.34159545079294,99.95877188439543,0.07869765323897793,27.589359346732877,25.146649420153363,-5.5522228423222035,21.57996003642525,27.87141439774958,5.203422452295809,36.22251946429442,25.570358645301678,22.07812011238071,18.903861686087172,0.02805954988035322,2736.942403753726,0.40010882077715676,30.69431493548902,2882.7355021995177,0.422177606714191,31.523878408560005,3054.9121748068683,0.4342204614189879,32.15182223457653,SIMULATED DATA
2026-01-01 01:20:00+00:00,-0.624209324532146,-0.781257140234329,0.0,0.686969408143457,SCIENCE,1.0,0.0,0.0,4.30747756431746,71.01146042003006,100.11694315311038,0.08118564532202635,27.5499417317812,24.18115769913719,2.5451142129485538,17.329537232243958,27.908128781760176,5.237438634371084,36.063224430844194,24.82477354704428,22.0195676164355,18.430601179578048,0.026101631643438306,2741.3486692067686,0.3970934208378089,29.880806334546282,2869.0461480380704,0.4279052341304441,30.525327941803408,3034.6303686248543,0.427097680522924,31.227821455209778,SIMULATED DATA
2026-01-01 01:25:00+00:00,-0.8422094939324782,-0.539150413456207,0.0,0.68929609750794,SCIENCE,1.0,0.0,0.0,4.3298010145341355,68.39641556912032,99.99679803713941,0.08223455605511215,27.478534485684488,23.313969100281838,5.466714680188749,13.20347884478838,27.904022126329277,5.275398122408678,35.29818857842702,24.343378223758492,21.95700599662772,17.407120634808116,0.027432408521853555,2716.558748916882,0.401040312810077,28.790739985059883,2866.413572421892,0.4149761709969873,29.67812160522655,2994.0320850936587,0.4223846854451171,30.439931495858236,SIMULATED DATA
