BATTERY,POWER,THERMAL,ADCS,COMMUNICATIONS,PROPULSION
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
1.1998355212453486,0.007639196869866146,0.4981926025823831,0.2775756577793506,0.10751191865189177,0.31788168462835753
1.0152454410537566,0.006463935812963662,0.42154758680047805,0.5270177393654156,0.18038109203408603,0.2689768100701487
1.4754858498153898,0.005469484149430791,0.478310524339812,1.3734688641765402,0.2525289452291753,0.22759576236704887
1.398915490953499,0.004628025049518362,0.43458259173838265,1.240467708686632,0.6306025140022461,0.1925810296951952
1.1836977231144992,0.00401700231026819,0.36782490784536703,1.2800488054039267,1.0512342427227697,0.16295317897285747
1.2914140232296811,0.003577318283779687,0.5238235748778909,1.3469478735134344,1.940965654419924,0.1378834591308794
1.093195732950012,0.10958758645100843,0.7905279412828738,1.2530132494123531,2.712965919623454,0.11667061926459027
0.9250117740346255,0.09289309912975235,1.312816467685917,1.0609569893495112,2.8445717172869722,0.09872129322388408
0.7831856345781514,0.07860185310979047,1.1113368028699897,0.8979157413265626,3.5508310560308063,0.08353340195867115
0.6630233883276159,0.06650926032366884,1.641925943466398,0.7599720769208068,4.645852699929596,0.07068210934964482
1.1848356508780364,0.05627980153048165,1.8230020338282782,1.2512866922141688,5.1658360359978115,0.05980793868046869
1.0027111751468647,0.16322873977861374,1.9389289715041813,1.0587810472581427,4.71491432338108,0.05060671734501197
0.8493533522606813,0.5239489075115185,1.6406322066573844,0.8958916553722746,4.338988629368373,0.04282106852270244
0.7231811194014929,0.44334138327897715,1.3882272517870173,0.7580621699303862,3.8461627913967034,0.03623321182690206
0.6124920070611426,0.375135016620673,1.1746538284351689,0.6414372207103267,3.3584279231569187,0.030658871545840207
0.5185533371221038,0.41246677173162927,0.993937854829758,0.5427545713702765,3.096626454943281,0.025942122077249406
0.46160799248143136,0.34901034531137864,0.8410243387021029,0.45925386808254165,2.885681710579035,0.02195102637305719
0.39190793603219565,0.295316446032705,0.7116359789017793,0.3885994268390737,2.5012390227500654,0.018573945392586853
0.6496051855304851,0.24988314664305808,0.6021535206091979,0.3288148996330624,2.1164330192500556,0.015716415332188875
0.8080523334993445,0.21143958562104914,0.509514517438552,0.4883370475899079,1.7908279393654316,0.4328543176203836
1.2315514591719627,0.1789104186024262,0.43112766860185175,0.4132082710376144,1.8679117049443577,0.36626134567878615
2.448577665039045,0.15138573881743755,0.3889517752695259,0.3496377678010583,1.5805406734144567,0.7976217707272096
3.3029782474001963,0.12809562515321637,0.32911304061267577,0.29584734198551094,1.3744620044806517,0.6749107290768697
3.5904616947956005,0.1083886058988754,0.27848026513380253,0.2503323662954323,1.1630063114836282,0.5710783092188897
3.5812216877155625,0.09171343576058688,0.23563714742090985,0.2118196945576735,0.9840822635630702,0.483220107800599
3.0724886195017613,0.07760367641280427,0.19938527858692376,0.17923204924110833,0.8326849922456747,0.408878552754353
2.6000967721914097,0.06566464927237285,0.16871062034278164,0.15579000302580398,0.7045796088232632,0.34597416002291403
2.200148227841244,0.05556239553816165,0.14275514029004602,0.13182231025260335,0.5961827459273765,0.3069241454018199
1.9471961289125936,0.04701433468613678,0.1207928110146543,0.11154195482912592,0.504462323477011,0.45406036502440955
1.6506445945228638,0.03978136011903881,0.11584222207983595,0.09438165408618347,0.4531148685656129,0.6189942641921227
1.6339849478729584,0.033661150869955914,0.09802034175986117,0.07986139961138601,0.3834048887862878,0.9201253193480743
1.387758527932571,0.23687291895566023,0.08294028918142099,0.06766824937272253,0.32441952128070506,0.778567577909909
1.1764536459275663,0.33496981090580225,0.07018024469197162,0.057295528747676176,0.27450882569905816,0.6587879505391538
1.657106926633596,0.28343599384337115,0.059383283970129826,0.048551219101115935,0.5774228191965832,0.5574359581485148
1.4042775525606115,0.23983045632900635,0.0502473941285714,0.041081800777867335,0.6474612874618693,0.47167657997182016
1.4587942957074977,0.20293346304762075,0.042517025801098875,0.03476152373511851,0.5478518586215817,0.39911095228384785
1.6832175322666092,0.17171293027106369,0.035975944908622125,0.09326318291790608,0.4635669572951845,0.33770926731710205
2.0908368627724587,0.14529555638320774,0.03044118415344949,0.07891500093053594,0.3922489638651561,0.2857539954221633
2.4228804506403754,0.43936721759482644,0.27049793997742133,0.06677423155660732,0.3319029694243629,0.3421336944863221
2.2169339951788314,0.37177226104177624,0.3232095576767117,0.056501272855590805,0.28084097412830705,0.6952386438710881
2.621498773970933,0.3145765285738107,0.28412546267164285,0.04780876933934606,0.23763467041625982,0.6334500983098343
2.6452223971553734,0.2661801395624552,0.8939397112151461,0.04045357405636974,0.21320998374678374,1.3797168486374405
2.6954931529052018,0.29482314590858677,1.3072378358901255,0.034229947278466705,0.20060131487502755,1.6590619166263911
2.3583760151153825,0.501029453288655,1.1542555798940413,0.028963801543317978,0.1697395741250233,1.8060655711715143
2.2316992364554396,0.6719918136400598,1.2133799181973464,0.024507832075115213,0.20537458047837637,1.8372844620186324
2.738614292651644,0.5938538292690919,1.178435596717976,0.02073739637125133,0.26711518346592095,1.6962239791168718
3.484118760670338,0.5024917016892315,1.8123077710431932,0.017547027698751126,0.2984510652001986,2.4200320524852232
3.121956269844093,0.8046603024784914,2.1187441423695823,0.014847484975866338,0.4008970097696809,2.3222151473738526
3.17839429655379,1.140615330006468,2.714683925142024,0.01267248685762903,0.5559496901805072,3.2961014642393334
3.26357222217025,1.5127545118944776,2.8762633937620548,0.010722873494916872,0.7704486158502117,3.1507494366468
3.465569330783043,1.8179784026662609,2.748176043111054,0.009073200649545045,0.6519180595655639,3.1024892341593064
2.93305400583984,1.7135255993969165,3.275993603089033,0.0076773236265381154,0.5848728236298645,3.2426739772248383
3.0465963549680946,1.471943405661349,3.4291164131626886,0.00649619691476302,0.49489238922526985,3.3534911943848145
3.337676913529749,1.2454905740211413,2.90156004190689,0.005496782004799478,0.41875509857522836,3.0549279787373345
2.860642394690204,1.0538766395563501,2.4551661893058303,0.004651123234830328,0.35433123725596244,2.609913831194106
2.8501083393141946,0.8917417719322963,2.0774483140280102,0.003935565814087201,0.2998187392165836,2.6210709514363635
3.020521405372936,0.8200434303345915,2.3296451966078604,0.0033300941503814773,0.3383903554944941,3.0230100011422145
3.034145359609791,1.028102945005651,2.054588771287648,0.17205841884678943,0.5176301749709441,3.077627777065084
2.5674692602791227,1.0908872181843257,1.738498191089548,0.14558789287036028,0.4379947634369527,2.9558644009294652
2.172645790530532,1.1718386322618533,3.4450008056746846,0.12318975550568947,0.6282602457954415,4.223068120976664
1.8389191478306077,0.9915557657600297,3.5905097788096976,0.6487253136719078,0.6697787739268806,4.657337896386662
1.556126692712944,0.9460887322855833,3.7863924356797884,1.2746654826493191,0.5667358856304375,4.934771318855579
1.382692656104125,0.8005366196262629,3.8084974963133345,1.8097465580337078,0.656131321297388,5.114986126684856
1.4851725748305102,0.6773771396837609,3.5202703992461992,2.2329689749346056,0.6392584901875478,4.939010352459641
1.2566844863950473,0.5731652720401054,3.059963503491753,2.0062932333740187,0.9688015561947296,4.546110617727544
1.06334841156504,0.4849859994185506,2.589199887569945,1.7934849892130738,0.9948334299905428,3.846708984230999
1.0155763692242092,0.4103727687387736,2.190861443328415,1.5175642216418317,0.9529115600955236,3.2549076020416146
0.8593338508820232,0.34723849662511613,1.8538058366625048,1.2844404869633472,0.8744977095202254,2.7541525863429044
0.8648961147850237,0.2938171894520213,1.5686479598150929,1.0869381850075173,0.7732789510252839,2.8480193646409355
0.7318351740488662,0.2486145449209411,1.327582436762914,0.9197169257755915,0.8689922306582287,2.4098625393115607
0.6192738142691305,0.21036615339464246,1.1234824351777422,0.7782220141178083,0.9062733350183089,2.039114456340551
0.5240009197661875,0.1780021297954667,0.9506389836119358,0.6584955504073763,1.0818104818210048,1.7254045399804665
0.7218278787864875,0.15061718675001026,0.8044493603216797,0.5571885426523951,1.2551866518366228,1.4599576876757794
0.6107774358962585,0.1274453118653933,0.6809385639495205,0.47146722839818056,1.062582300447187,1.2353488126487364
0.9523361577544096,0.10783834080917894,0.5763039376177221,0.3989338086446143,0.899358405853106,1.0452951491643154
1.567934912454627,0.09124782683853604,0.4876559198756014,0.3375593765454429,0.7610238271969165,1.0475743360495873
1.3267141566923768,0.0772096996326074,0.412631932202432,0.28562716476922084,0.9755577746545224,0.88640905358042
1.122604286432011,0.06533128430451396,0.3491500964789809,0.2416845240354946,0.8254719631692112,0.750038429952663
0.9498959346732401,0.05528031748843488,0.2954346970206761,0.20450228956849542,0.6984762765277941,0.6346479022676379
0.8037580985696646,0.06367586255527032,0.24998320517134134,0.6405984487803668,0.5910183878312103,0.5370097634572321
0.6801030064820239,0.05387957600830565,0.2115242505295965,0.5420448412756949,0.5000924820110242,0.45439287677150403
0.5754717747155587,0.04559041046856632,0.9880662757540047,0.4586533272332803,1.9736254644604432,0.38454201793546544
0.4869376555285497,0.04664641270382765,0.8564885655114393,0.39341093691527207,2.06869670051583,0.4825076399713134
0.41202417006261893,0.5069835802712676,0.8607818734426625,0.6458784388758638,1.892361449296593,0.4082756953603421
0.3486358362068314,0.4289861063833802,0.9432689188846867,0.546512525202654,1.6868531152500637,0.3454640499202895
0.2949995537134727,0.5423520507002333,0.7998987784652304,1.176252525080739,1.4798209275129575,0.4157621302635203
0.24961500698832306,0.5973277323461131,0.895562413582088,1.4775251673646133,1.2521561694340408,0.5640468223593051
0.21121269822088876,0.5054311581390188,1.0561438767025193,1.3932673012509402,1.0595167587518808,0.8226165722692161
0.17871843695613665,0.42767251842532367,0.9932855553071291,1.448538207484145,0.8965141804823606,0.6960601765354906
0.1512232928090387,0.3618767463598892,0.9251038465003767,1.253335177474726,0.7585889219466128,0.9806592838790371
0.12795817083841735,0.3062034007660601,1.350133689118447,1.060514380940153,0.6418829339548262,1.28614266968984
0.10827229840173777,0.2791496790387676,2.127388537750127,0.8973583223339754,1.0402371469457021,1.5480491207264948
0.3205274686761585,0.35981444834552717,2.106041728767419,0.9170215301911016,0.8802006628002095,1.5080644645424426
0.47897856738357386,0.5717760432070248,2.149353525570348,0.775941294777086,0.744785176215562,1.5048784988634198
0.8846697542124831,0.4838104980982517,3.2938336326532864,0.6565657109652265,1.173477966869087,2.145708837332964
1.5379705477132646,0.6590684685410768,3.6155346808889637,0.555555601585961,0.9929428950430735,2.68641264251986
2.036236136005886,1.0095304022912945,3.6990025545352863,0.4700855090342746,0.9042002285079865,3.0561386885083452
2.0203911261226692,1.088297745070952,3.294639271770212,0.3977646614905401,0.7650925010452193,3.192896159153124
2.3777518491825353,1.143173795049083,3.182443002357277,0.3365700981843031,0.6473859624228778,3.5596518817644522
2.1966655667479977,1.5479869096000278,3.565019089580206,0.2847900830790257,0.6360634052382835,4.3124061933303075
1.8587170180175365,1.7420081096483446,3.518172426413971,0.240976224143791,0.5383490671435534,4.661785613999484
1.8542219540489344,2.7094626047753567,2.9769151300425905,0.20390295889090004,0.5024077534315186,4.203429443268547
1.569200560665843,2.9393095341428706,2.518928186959115,0.17253327290768466,0.42511425290359267,4.047096444461667
1.4364600669045844,2.955668124853968,2.13140077358079,0.14598969246034857,0.3597120601491938,3.5469799879056856
1.7474496259674392,2.931381642950281,1.920702638391136,0.12352973977414108,0.433924119438026,3.15709894319812
1.5399454209215928,2.775770232702554,1.6255003273406397,0.10452516442427322,1.1065531150030143,2.8354652330587005
1.305728552913075,2.4879923479548434,1.5843486479139357,0.08844436989746195,1.9187851696372202,2.8394470850888873
1.2599877887081914,2.487313340423809,1.6738516655690694,0.07483754375939088,2.093267991321365,2.996568647796683
1.0662125695476121,2.323680501973855,1.4164699875371312,0.06332407548871535,2.150773326311287,2.535558086597193
1.6131880489101271,2.4649381050610657,1.1986865176378916,0.24412619553546241,2.0233908468677546,2.3668245400514576
1.365005272154723,2.0857168581285945,1.014273207232062,0.20656831929923744,1.9956457879462397,2.0374651698887134
1.1550044610539962,2.250963128385014,0.8583743130087531,0.23958067767157912,2.7298660655050804,1.7240089899058342
1.4260336373792328,2.0743054900504156,0.7266556118760732,0.20272211187595157,2.777358443635176,1.458776837612629
1.206643847013197,1.7551815685041978,0.6150059004975746,0.1715340946642667,2.729212746523313,1.2765903929350675
1.0210063320880898,1.4851536348881673,0.521102447126792,0.16606374691263437,2.7986133830641466,1.1463290060593618
0.8639284348437682,1.583490865227704,0.44102753947837,0.14051547815684448,2.7419310690210716,1.1555164022681528
0.731016367944727,1.3867223249737919,0.37317714878939,0.707580922492358,2.82129615174175,1.030942217285504
